Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
Noroeste Cearense,CE,1993,134018,52143,8007,153,15.37
Norte Cearense,CE,1993,115342,33388,5248,157,14.24
Metropolitana de Fortaleza,CE,1993,15748,3205,782,243,7.17
Sertões Cearenses,CE,1993,189095,39191,3032,77,37.03
Jaguaribe,CE,1993,25799,10086,11061,1096,23.36
Centro-Sul Cearense,CE,1993,35289,18702,4502,240,19.3
Sul Cearense,CE,1993,92566,46796,7994,170,14.79
Oeste Potiguar,RN,1993,238,238,259,1088,1.51
Central Potiguar,RN,1993,573,73,58,794,2.05
Agreste Potiguar,RN,1993,14258,14258,884,62,3.11
Leste Potiguar,RN,1993,7236,7236,442,61,1.3
Sertão Paraibano,PB,1993,12,12,12,1000,0.18
Borborema,PB,1993,1115,1115,114,102,4.77
Agreste Paraibano,PB,1993,47990,47990,7669,159,10.97
Mata Paraibana,PB,1993,4663,4663,1597,342,1.15
Sertão Pernambucano,PE,1993,98479,4717,544,115,2.34
São Francisco Pernambucano,PE,1993,17355,10335,12031,1164,10.2
Agreste Pernambucano,PE,1993,103260,38898,6090,156,8.35
Mata Pernambucana,PE,1993,4934,2926,660,225,0.24
Metropolitana de Recife,PE,1993,644,567,231,407,0.39
Sertão Alagoano,AL,1993,60195,16235,2866,176,58.82
Agreste Alagoano,AL,1993,31482,25603,9836,384,21.82
Leste Alagoano,AL,1993,8074,7642,3618,473,0.75
Sertão Sergipano,SE,1993,14315,4780,1402,293,22.55
Agreste Sergipano,SE,1993,22610,11383,5499,483,10.02
Leste Sergipano,SE,1993,4552,3376,1249,369,1.03
Extremo Oeste Baiano,BA,1993,59899,59899,90821,1516,19.36
Vale São-Franciscano da Bahia,BA,1993,45889,41649,28619,687,19.6
Centro Norte Baiano,BA,1993,404453,372084,130625,351,69.89
Nordeste Baiano,BA,1993,74746,27837,6389,229,16.04
Metropolitana de Salvador,BA,1993,2404,1944,727,373,0.7
Centro Sul Baiano,BA,1993,130172,120818,52234,432,10.18
Sul Baiano,BA,1993,6108,6107,4057,664,3.35
Noroeste de Minas,MG,1993,43015,41214,68294,1657,26.99
Norte de Minas,MG,1993,62744,62544,57675,922,26.87
Jequitinhonha,MG,1993,23436,21629,10046,464,13.2
Vale do Mucuri,MG,1993,9822,9822,4695,478,7.5
Triângulo Mineiro/Alto Paranaíba,MG,1993,43686,43686,40103,917,5.07
Central Mineira,MG,1993,10321,10321,7580,734,7.52
Metropolitana de Belo Horizonte,MG,1993,43163,43163,23538,545,13.35
Vale do Rio Doce,MG,1993,50420,50137,20063,400,13.88
Oeste de Minas,MG,1993,35000,35000,18212,520,17
Sul/Sudoeste de Minas,MG,1993,98462,98462,64489,654,11.96
Campo das Vertentes,MG,1993,21086,21086,8122,385,9.37
Zona da Mata,MG,1993,84606,84606,39257,463,14.83
Noroeste Espírito-santense,ES,1993,14015,14015,7519,536,14.53
Litoral Norte Espírito-santense,ES,1993,22140,22140,25932,1171,25.3
Central Espírito-santense,ES,1993,31695,31695,23853,752,19.93
Sul Espírito-santense,ES,1993,11650,11650,7236,621,7.44
Noroeste Fluminense,RJ,1993,4781,4695,3371,717,2.7
Norte Fluminense,RJ,1993,2483,2430,1669,686,1.35
Centro Fluminense,RJ,1993,1879,1868,1628,871,3.77
Baixadas,RJ,1993,707,707,608,859,3.7
Sul Fluminense,RJ,1993,2154,2138,1460,682,7.02
Metropolitana do Rio de Janeiro,RJ,1993,1265,1214,1061,873,1.9
São José do Rio Preto,SP,1993,20745,20745,18712,902,2.54
Ribeirão Preto,SP,1993,16230,16230,25243,1555,0.99
Araçatuba,SP,1993,23748,23748,25344,1067,4.37
Bauru,SP,1993,19057,19057,25953,1361,1.58
Araraquara,SP,1993,1985,1985,2307,1162,0.33
Piracicaba,SP,1993,2701,2701,2536,938,0.31
Campinas,SP,1993,13267,13267,18196,1371,1.31
Presidente Prudente,SP,1993,44646,44646,40862,915,11.94
Marília,SP,1993,4575,4575,2204,481,2.54
Assis,SP,1993,9143,9143,8001,875,0.7
Itapetininga,SP,1993,102426,102426,120366,1175,17.45
Macro Metropolitana Paulista,SP,1993,9255,9255,8935,965,2.43
Vale do Paraíba Paulista,SP,1993,7275,7275,6299,865,10.82
Litoral Sul Paulista,SP,1993,632,632,521,824,12.04
Metropolitana de São Paulo,SP,1993,1265,1265,721,569,2.15
Noroeste Paranaense,PR,1993,26257,26257,10876,414,5.46
Centro Ocidental Paranaense,PR,1993,17920,17920,8690,484,0.95
Norte Central Paranaense,PR,1993,69836,69836,44613,638,4.5
Norte Pioneiro Paranaense,PR,1993,55387,55387,42637,769,9.92
Centro Oriental Paranaense,PR,1993,63200,63200,58864,931,12.97
Oeste Paranaense,PR,1993,19901,19901,20118,1010,1.54
Sudoeste Paranaense,PR,1993,76190,76190,75249,987,10.57
Centro-Sul Paranaense,PR,1993,65930,65930,57470,871,8.76
Sudeste Paranaense,PR,1993,123840,123840,105422,851,30.85
Metropolitana de Curitiba,PR,1993,59183,59183,49957,844,17.41
Oeste Catarinense,SC,1993,204544,203679,157141,771,18.74
Norte Catarinense,SC,1993,35705,35512,34971,984,10.26
Serrana,SC,1993,67890,67055,60339,899,22.36
Vale do Itajaí,SC,1993,15390,15335,12804,834,2.76
Grande Florianópolis,SC,1993,5781,5751,5281,918,3
Sul Catarinense,SC,1993,25893,25854,23004,889,5.35
Noroeste Rio-grandense,RS,1993,118786,118786,86960,732,1.24
Nordeste Rio-grandense,RS,1993,12296,12296,12385,1007,3.34
Centro Ocidental Rio-grandense,RS,1993,13894,13894,11420,821,1.42
Centro Oriental Rio-grandense,RS,1993,18413,18413,15510,842,0.49
Metropolitana de Porto Alegre,RS,1993,14880,14880,11402,766,0.83
Sudoeste Rio-grandense,RS,1993,2450,2450,1785,728,0.17
Sudeste Rio-grandense,RS,1993,22780,22780,16750,735,0.62
Pantanais Sul Mato-grossense,MS,1993,6559,5301,1693,319,6.99
Centro Norte de Mato Grosso do Sul,MS,1993,2550,2420,1951,806,0.71
Leste de Mato Grosso do Sul,MS,1993,7054,6709,4472,666,2.09
Sudoeste de Mato Grosso do Sul,MS,1993,32253,28666,20498,715,3.48
Norte Mato-grossense,MT,1993,23647,23647,11347,479,1.86
Nordeste Mato-grossense,MT,1993,2240,2240,1277,570,1.06
Sudoeste Mato-grossense,MT,1993,11125,11125,7215,648,5.03
Centro-Sul Mato-grossense,MT,1993,3951,3831,1882,491,2.4
Sudeste Mato-grossense,MT,1993,2304,2216,2172,980,0.4
Noroeste Goiano,GO,1993,4548,4483,5925,1321,21.52
Norte Goiano,GO,1993,8978,7633,8817,1155,35.84
Centro Goiano,GO,1993,89762,86636,46671,538,10.77
Leste Goiano,GO,1993,21709,19569,17353,886,9.64
Sul Goiano,GO,1993,25141,24941,46452,1862,5.66
Distrito Federal,DF,1993,5919,5919,9144,1544,22.26
Madeira-Guaporé,RO,1994,3757,3757,1917,510,3.72
Leste Rondoniense,RO,1994,162306,162306,90650,558,21.92
Vale do Juruá,AC,1994,1265,1265,724,572,6.38
Vale do Acre,AC,1994,15869,15869,9582,603,7.05
Norte Amazonense,AM,1994,35,35,49,1400,0.37
Sudoeste Amazonense,AM,1994,403,384,493,1283,2.11
Centro Amazonense,AM,1994,802,799,756,946,0.78
Sul Amazonense,AM,1994,1101,1085,826,761,5.88
Norte de Roraima,RR,1994,2000,1742,944,541,4.17
Sul de Roraima,RR,1994,955,858,616,717,4.81
Baixo Amazonas,PA,1994,11493,11365,5403,475,2.75
Marajó,PA,1994,140,140,89,635,0.82
Metropolitana de Belém,PA,1994,1505,1485,885,595,4.08
Nordeste Paraense,PA,1994,33140,32916,20332,617,7.55
Sudoeste Paraense,PA,1994,12230,10815,7697,711,2.94
Sudeste Paraense,PA,1994,32340,32340,14704,454,3.5
Norte do Amapá,AP,1994,20,16,4,250,0.11
Sul do Amapá,AP,1994,106,98,39,397,0.16
Ocidental do Tocantins,TO,1994,6619,6619,2009,303,1.27
Oriental do Tocantins,TO,1994,2771,1831,1155,630,5.45
Norte Maranhense,MA,1994,11105,10955,4733,432,4.35
Oeste Maranhense,MA,1994,27559,27559,13825,501,7.09
Centro Maranhense,MA,1994,43114,43114,17899,415,7.43
Leste Maranhense,MA,1994,43492,36648,9029,246,6.57
Sul Maranhense,MA,1994,3240,3240,1084,334,0.59
Norte Piauiense,PI,1994,42304,40281,6785,168,6.19
Centro-Norte Piauiense,PI,1994,93343,91656,34781,379,15.38
Sudoeste Piauiense,PI,1994,51813,50900,20640,405,9.51
Sudeste Piauiense,PI,1994,143825,142901,53772,376,27.17
Noroeste Cearense,CE,1994,138860,138860,39691,285,22.65
Norte Cearense,CE,1994,118425,118425,38663,326,21.4
Metropolitana de Fortaleza,CE,1994,18640,18640,10158,544,15.76
Sertões Cearenses,CE,1994,246325,246325,89031,361,35.42
Jaguaribe,CE,1994,99350,99350,56694,570,47.95
Centro-Sul Cearense,CE,1994,44170,44170,17360,393,21.68
Sul Cearense,CE,1994,99884,99884,41165,412,24.37
Oeste Potiguar,RN,1994,62892,62892,34887,554,18.1
Central Potiguar,RN,1994,23396,23396,9484,405,45.4
Agreste Potiguar,RN,1994,85624,85624,37646,439,34.5
Leste Potiguar,RN,1994,13410,13410,6156,459,5.76
Sertão Paraibano,PB,1994,99653,99653,39864,400,29.56
Borborema,PB,1994,56075,56075,16645,296,47.63
Agreste Paraibano,PB,1994,99320,99220,35181,354,34.55
Mata Paraibana,PB,1994,7188,7188,2996,416,0.97
Sertão Pernambucano,PE,1994,213361,199613,76708,384,39.99
São Francisco Pernambucano,PE,1994,28719,24156,17529,725,10.27
Agreste Pernambucano,PE,1994,165460,151140,74271,491,34.15
Mata Pernambucana,PE,1994,6574,6394,2164,338,0.66
Metropolitana de Recife,PE,1994,975,845,297,351,0.22
Sertão Alagoano,AL,1994,93885,93451,48983,524,75.97
Agreste Alagoano,AL,1994,32866,32866,18194,553,24.29
Leste Alagoano,AL,1994,9111,8641,3161,365,0.43
Sertão Sergipano,SE,1994,45960,45960,27451,597,54.8
Agreste Sergipano,SE,1994,27556,27526,17502,635,16.89
Leste Sergipano,SE,1994,5718,5523,2681,485,4.57
Extremo Oeste Baiano,BA,1994,45535,45535,68180,1497,12.95
Vale São-Franciscano da Bahia,BA,1994,43584,42636,31582,740,13.23
Centro Norte Baiano,BA,1994,337328,185718,47535,255,21.32
Nordeste Baiano,BA,1994,192584,188584,99643,528,45.46
Metropolitana de Salvador,BA,1994,2704,2704,1495,552,0.74
Centro Sul Baiano,BA,1994,122164,120360,50948,423,11.53
Sul Baiano,BA,1994,5681,5681,3926,691,2.66
Noroeste de Minas,MG,1994,49731,49731,85578,1720,27.48
Norte de Minas,MG,1994,79997,79997,67128,839,27.49
Jequitinhonha,MG,1994,20364,20364,7734,379,12.66
Vale do Mucuri,MG,1994,9452,9452,4289,453,6.64
Triângulo Mineiro/Alto Paranaíba,MG,1994,36880,36880,32058,869,3.86
Central Mineira,MG,1994,13411,13411,8199,611,12.64
Metropolitana de Belo Horizonte,MG,1994,41601,41596,22472,540,12.4
Vale do Rio Doce,MG,1994,50787,50787,23515,463,15.02
Oeste de Minas,MG,1994,34181,34181,16888,494,18.54
Sul/Sudoeste de Minas,MG,1994,108293,108181,68405,632,13.42
Campo das Vertentes,MG,1994,21501,21501,8114,377,10.2
Zona da Mata,MG,1994,86815,86815,41471,477,17.79
Noroeste Espírito-santense,ES,1994,13555,13555,5061,373,15.96
Litoral Norte Espírito-santense,ES,1994,19655,19655,22611,1150,34.45
Central Espírito-santense,ES,1994,28980,28980,21757,750,16.97
Sul Espírito-santense,ES,1994,11127,11042,6946,629,7.95
Noroeste Fluminense,RJ,1994,3996,3665,3147,858,5.49
Norte Fluminense,RJ,1994,2334,2334,1341,574,1.1
Centro Fluminense,RJ,1994,1882,1882,1458,774,4.87
Baixadas,RJ,1994,818,788,668,847,2.66
Sul Fluminense,RJ,1994,2130,2130,1553,729,6.23
Metropolitana do Rio de Janeiro,RJ,1994,1127,1127,946,839,1.72
São José do Rio Preto,SP,1994,26354,26354,23690,898,5.23
Ribeirão Preto,SP,1994,25183,25183,24580,976,1.45
Araçatuba,SP,1994,26573,26573,20924,787,6.72
Bauru,SP,1994,19276,19276,19222,997,5.09
Araraquara,SP,1994,1663,1663,1679,1009,0.86
Piracicaba,SP,1994,2710,2710,2336,861,0.66
Campinas,SP,1994,16329,16329,17422,1066,4.03
Presidente Prudente,SP,1994,46800,46800,35571,760,14.98
Marília,SP,1994,4562,4562,1879,411,2.84
Assis,SP,1994,10679,10679,9437,883,1.74
Itapetininga,SP,1994,125890,125890,113788,903,32.43
Macro Metropolitana Paulista,SP,1994,15180,15180,14264,939,6.43
Vale do Paraíba Paulista,SP,1994,8132,8132,7014,862,16.56
Litoral Sul Paulista,SP,1994,1349,1349,664,492,28.39
Metropolitana de São Paulo,SP,1994,1490,1490,1230,825,8.14
Noroeste Paranaense,PR,1994,21777,17901,6861,383,2.43
Centro Ocidental Paranaense,PR,1994,17525,17510,10788,616,1.96
Norte Central Paranaense,PR,1994,68942,64020,43419,678,4.92
Norte Pioneiro Paranaense,PR,1994,59050,48920,35642,728,8.35
Centro Oriental Paranaense,PR,1994,68590,68590,69097,1007,14.48
Oeste Paranaense,PR,1994,20843,20728,18682,901,1.65
Sudoeste Paranaense,PR,1994,88390,86790,92489,1065,15.08
Centro-Sul Paranaense,PR,1994,68590,67930,56121,826,10.01
Sudeste Paranaense,PR,1994,131485,131095,129958,991,28.23
Metropolitana de Curitiba,PR,1994,65995,65995,63152,956,14.02
Oeste Catarinense,SC,1994,209479,209064,207849,994,20.91
Norte Catarinense,SC,1994,34325,33870,44258,1306,12.72
Serrana,SC,1994,70380,66760,57913,867,27.35
Vale do Itajaí,SC,1994,16057,16057,14860,925,3.7
Grande Florianópolis,SC,1994,5366,5366,5162,961,3.72
Sul Catarinense,SC,1994,23048,21354,13268,621,3.99
Noroeste Rio-grandense,RS,1994,113111,113110,97442,861,2.56
Nordeste Rio-grandense,RS,1994,11885,11885,13308,1119,3.96
Centro Ocidental Rio-grandense,RS,1994,14080,14080,10037,712,1.98
Centro Oriental Rio-grandense,RS,1994,19904,19704,18266,927,2.5
Metropolitana de Porto Alegre,RS,1994,14425,14425,10990,761,1.56
Sudoeste Rio-grandense,RS,1994,2340,2340,1641,701,0.22
Sudeste Rio-grandense,RS,1994,22037,22037,16501,748,2.46
Pantanais Sul Mato-grossense,MS,1994,5910,2639,1455,551,7.63
Centro Norte de Mato Grosso do Sul,MS,1994,3040,2800,2115,755,1.13
Leste de Mato Grosso do Sul,MS,1994,10333,8916,3881,435,1.59
Sudoeste de Mato Grosso do Sul,MS,1994,29176,17558,11773,670,1.57
Norte Mato-grossense,MT,1994,18679,18679,10241,548,0.96
Nordeste Mato-grossense,MT,1994,1250,1250,583,466,0.29
Sudoeste Mato-grossense,MT,1994,12190,12190,8344,684,4.83
Centro-Sul Mato-grossense,MT,1994,3722,3722,1907,512,2.3
Sudeste Mato-grossense,MT,1994,2855,2855,3319,1162,0.5
Noroeste Goiano,GO,1994,4938,4933,7299,1479,18.26
Norte Goiano,GO,1994,7154,6644,5988,901,11.67
Centro Goiano,GO,1994,93114,92483,58913,637,11.42
Leste Goiano,GO,1994,22682,18812,20721,1101,9.31
Sul Goiano,GO,1994,29261,29241,51714,1768,4.71
Distrito Federal,DF,1994,5421,5421,9395,1733,8.45
Madeira-Guaporé,RO,1995,4580,4580,2322,506,4.15
Leste Rondoniense,RO,1995,119102,119102,78685,660,14.01
Vale do Juruá,AC,1995,1517,1517,866,570,3.78
Vale do Acre,AC,1995,11089,11089,6156,555,4.18
Norte Amazonense,AM,1995,41,41,68,1658,0.37
Sudoeste Amazonense,AM,1995,574,567,696,1227,1.84
Centro Amazonense,AM,1995,991,977,902,923,0.57
Sul Amazonense,AM,1995,2184,2149,1278,594,4.69
Norte de Roraima,RR,1995,1284,1284,374,291,0.79
Sul de Roraima,RR,1995,799,799,251,314,0.93
Baixo Amazonas,PA,1995,11388,11045,7582,686,3.07
Marajó,PA,1995,95,95,43,452,0.33
Metropolitana de Belém,PA,1995,1559,1559,847,543,3.67
Nordeste Paraense,PA,1995,32433,27358,18520,676,5.36
Sudoeste Paraense,PA,1995,14258,14258,10571,741,5.55
Sudeste Paraense,PA,1995,29525,28915,13413,463,2.58
Norte do Amapá,AP,1995,14,13,5,384,0.09
Sul do Amapá,AP,1995,211,190,90,473,0.27
Ocidental do Tocantins,TO,1995,5845,5580,1648,295,1.1
Oriental do Tocantins,TO,1995,2956,2526,1078,426,3.19
Norte Maranhense,MA,1995,12385,12385,5458,440,3.71
Oeste Maranhense,MA,1995,25851,25851,11594,448,5.39
Centro Maranhense,MA,1995,40797,40797,13485,330,11.91
Leste Maranhense,MA,1995,35585,33064,10422,315,7.84
Sul Maranhense,MA,1995,3405,3405,1048,307,0.73
Norte Piauiense,PI,1995,41833,40311,8665,214,8.2
Centro-Norte Piauiense,PI,1995,92210,89152,18846,211,11.74
Sudoeste Piauiense,PI,1995,52950,50922,19782,388,11.7
Sudeste Piauiense,PI,1995,143147,139331,39158,281,18.72
Noroeste Cearense,CE,1995,148032,147307,27536,186,23.5
Norte Cearense,CE,1995,105507,105507,22443,212,17.38
Metropolitana de Fortaleza,CE,1995,18915,18915,9165,484,24.93
Sertões Cearenses,CE,1995,208472,194532,59433,305,38.59
Jaguaribe,CE,1995,75215,75215,35279,469,27.25
Centro-Sul Cearense,CE,1995,43071,43071,16360,379,27.66
Sul Cearense,CE,1995,92412,92412,38610,417,26.01
Oeste Potiguar,RN,1995,59401,59401,26493,446,14.81
Central Potiguar,RN,1995,19414,19414,8324,428,46.82
Agreste Potiguar,RN,1995,80771,80771,33689,417,39.61
Leste Potiguar,RN,1995,14967,14967,6888,460,5.13
Sertão Paraibano,PB,1995,97087,96303,33609,348,29.43
Borborema,PB,1995,57906,56583,15855,280,11.72
Agreste Paraibano,PB,1995,100600,100600,35022,348,16.3
Mata Paraibana,PB,1995,8359,8359,3332,398,0.64
Sertão Pernambucano,PE,1995,189898,160136,59806,373,36.77
São Francisco Pernambucano,PE,1995,26660,26190,19096,729,5.79
Agreste Pernambucano,PE,1995,161180,149938,68713,458,30.1
Mata Pernambucana,PE,1995,9325,8898,3214,361,0.62
Metropolitana de Recife,PE,1995,1130,1130,495,438,0.43
Sertão Alagoano,AL,1995,112725,106575,48842,458,72.51
Agreste Alagoano,AL,1995,31841,31841,18420,578,13.67
Leste Alagoano,AL,1995,9805,9695,3834,395,0.37
Sertão Sergipano,SE,1995,46790,46320,31137,672,53.49
Agreste Sergipano,SE,1995,29050,29040,21163,728,12.82
Leste Sergipano,SE,1995,5543,5473,2503,457,2.6
Extremo Oeste Baiano,BA,1995,35957,34877,48756,1397,7.28
Vale São-Franciscano da Bahia,BA,1995,41955,41694,35432,849,15.93
Centro Norte Baiano,BA,1995,191993,144025,22192,154,10.52
Nordeste Baiano,BA,1995,194304,193504,110516,571,48.71
Metropolitana de Salvador,BA,1995,2766,2766,1257,454,0.77
Centro Sul Baiano,BA,1995,111530,107977,29670,274,6.25
Sul Baiano,BA,1995,5289,5289,3257,615,1.56
Noroeste de Minas,MG,1995,55070,55070,74428,1351,19.34
Norte de Minas,MG,1995,75418,75418,62537,829,19.45
Jequitinhonha,MG,1995,18656,17154,6852,399,12.35
Vale do Mucuri,MG,1995,7307,6467,3003,464,6.11
Triângulo Mineiro/Alto Paranaíba,MG,1995,30220,30220,25129,831,2.3
Central Mineira,MG,1995,11383,11383,7039,618,6.45
Metropolitana de Belo Horizonte,MG,1995,40462,40462,21438,529,10.07
Vale do Rio Doce,MG,1995,50020,50020,20635,412,11.88
Oeste de Minas,MG,1995,35022,35022,16470,470,11.28
Sul/Sudoeste de Minas,MG,1995,98059,97174,57149,588,8.15
Campo das Vertentes,MG,1995,19663,19663,8010,407,9.98
Zona da Mata,MG,1995,84095,84095,41314,491,17.9
Noroeste Espírito-santense,ES,1995,7500,1985,1007,507,6.15
Litoral Norte Espírito-santense,ES,1995,12884,12484,16073,1287,18.85
Central Espírito-santense,ES,1995,25225,24270,15163,624,19.36
Sul Espírito-santense,ES,1995,10382,9987,6158,616,8.13
Noroeste Fluminense,RJ,1995,2742,2208,1241,562,4.81
Norte Fluminense,RJ,1995,2125,2125,1811,852,1.44
Centro Fluminense,RJ,1995,2832,2832,2305,813,6.88
Baixadas,RJ,1995,779,719,577,802,2.97
Sul Fluminense,RJ,1995,1424,1424,1066,748,6.2
Metropolitana do Rio de Janeiro,RJ,1995,1217,1217,1109,911,1.52
São José do Rio Preto,SP,1995,16320,16320,15204,931,2.2
Ribeirão Preto,SP,1995,12392,12392,22349,1803,1.04
Araçatuba,SP,1995,13537,13537,14079,1040,2.75
Bauru,SP,1995,17309,17309,17136,990,2.21
Araraquara,SP,1995,880,880,1115,1267,0.24
Piracicaba,SP,1995,1978,1978,2254,1139,0.37
Campinas,SP,1995,11881,11881,17081,1437,1.74
Presidente Prudente,SP,1995,30882,30882,20873,675,5.2
Marília,SP,1995,4695,4695,2331,496,4.3
Assis,SP,1995,6740,6740,6351,942,0.67
Itapetininga,SP,1995,91348,91348,91880,1005,14.63
Macro Metropolitana Paulista,SP,1995,11477,11477,11035,961,2.95
Vale do Paraíba Paulista,SP,1995,7003,7003,5730,818,7.64
Litoral Sul Paulista,SP,1995,1882,1882,1233,655,11.09
Metropolitana de São Paulo,SP,1995,1436,1436,1089,758,6.41
Noroeste Paranaense,PR,1995,20835,20715,8414,406,1.78
Centro Ocidental Paranaense,PR,1995,20374,19994,13756,688,1.21
Norte Central Paranaense,PR,1995,59559,39218,23508,599,1.7
Norte Pioneiro Paranaense,PR,1995,44934,35311,24696,699,3.66
Centro Oriental Paranaense,PR,1995,80870,49605,64640,1303,12.1
Oeste Paranaense,PR,1995,32462,31987,37437,1170,2.46
Sudoeste Paranaense,PR,1995,123775,103665,125788,1213,18.06
Centro-Sul Paranaense,PR,1995,74290,48855,26759,547,4.07
Sudeste Paranaense,PR,1995,157965,113135,92657,818,19.59
Metropolitana de Curitiba,PR,1995,69130,51389,36479,709,9.16
Oeste Catarinense,SC,1995,226535,221131,202507,915,17.85
Norte Catarinense,SC,1995,36385,22810,17058,747,5.14
Serrana,SC,1995,80550,77915,65089,835,28.7
Vale do Itajaí,SC,1995,16936,9749,7100,728,1.75
Grande Florianópolis,SC,1995,5182,4882,3941,807,2.97
Sul Catarinense,SC,1995,24481,23504,20570,875,5.21
Noroeste Rio-grandense,RS,1995,130541,130386,110462,847,3.92
Nordeste Rio-grandense,RS,1995,13202,13202,14094,1067,5.14
Centro Ocidental Rio-grandense,RS,1995,15433,15433,13448,871,2.83
Centro Oriental Rio-grandense,RS,1995,24677,24443,26361,1078,3.16
Metropolitana de Porto Alegre,RS,1995,14927,14927,11616,778,1.99
Sudoeste Rio-grandense,RS,1995,2185,2185,1553,710,0.19
Sudeste Rio-grandense,RS,1995,24537,24537,15289,623,2.3
Pantanais Sul Mato-grossense,MS,1995,2686,2046,1061,518,3.06
Centro Norte de Mato Grosso do Sul,MS,1995,4720,4365,4034,924,1.48
Leste de Mato Grosso do Sul,MS,1995,5416,4946,3173,641,0.82
Sudoeste de Mato Grosso do Sul,MS,1995,21922,21130,15322,725,1.45
Norte Mato-grossense,MT,1995,19777,19577,11743,599,0.98
Nordeste Mato-grossense,MT,1995,400,400,200,500,0.08
Sudoeste Mato-grossense,MT,1995,10677,10677,6499,608,2.37
Centro-Sul Mato-grossense,MT,1995,3656,3656,1727,472,0.97
Sudeste Mato-grossense,MT,1995,2619,2605,3051,1171,0.44
Noroeste Goiano,GO,1995,4236,4236,6069,1432,16.74
Norte Goiano,GO,1995,3803,3523,3338,947,6.52
Centro Goiano,GO,1995,81179,77639,46976,605,9
Leste Goiano,GO,1995,21214,18418,22006,1194,10.05
Sul Goiano,GO,1995,30166,30099,53961,1792,2.93
Distrito Federal,DF,1995,5362,5362,9338,1741,9.23
Madeira-Guaporé,RO,1996,4286,4286,2398,559,11.86
Leste Rondoniense,RO,1996,83729,83729,65795,785,36.94
Vale do Juruá,AC,1996,2988,2988,1860,622,7.77
Vale do Acre,AC,1996,7143,7143,3555,497,11.65
Norte Amazonense,AM,1996,5,4,3,750,0
Sudoeste Amazonense,AM,1996,919,888,730,822,1
Centro Amazonense,AM,1996,1241,1212,1514,1249,0.61
Sul Amazonense,AM,1996,2870,2850,2467,865,3.46
Norte de Roraima,RR,1996,630,599,359,599,1.78
